2026-04-05 03:31:16 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_POOL | Sensor 152 atualizado: {}
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:17 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:18 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:18 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:19 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:20 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:21 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-04-05 03:31:22 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-04-05 03:31:22 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:22 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-04-05 03:31:23 | INFO     | SENSOR_WORKER | Atualizando parâmetros do sensor
2026-04-05 03:31:23 | DEBUG    | SENSOR_POOL | Sensor 152 atualizado: {}
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:23 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:24 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:25 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:26 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:27 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-04-05 03:31:28 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-04-05 03:31:28 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-04-05 03:31:28 | INFO     | SENSOR_WORKER | Atualizando parâmetros do sensor
2026-04-05 03:31:28 | DEBUG    | SENSOR_POOL | Sensor 152 atualizado: {}
2026-04-05 03:31:28 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:28 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:31:29 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
